rms_mean,rms_std,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,item,condition,method,process,score_mean,score_std,score_median,n_ratings
0.032554794,0.031205513,0.04700585031177494,0.06439421092034373,2203.3132933691295,1486.943858191573,2998.908313923725,907.0774120500013,3960.7854077544953,2837.6617134907956,-370.2965,94.23719,144.11378,50.373417,2.9071271,31.54223,27.91395,29.996117,13.989278,18.986872,21.180626,14.127464,-0.34986386,11.545953,5.5411787,12.533717,5.984694,12.406777,3.8428936,10.277801,-0.027075676,7.8544784,-1.319068,9.006255,3.5108979,7.1849732,DE_CosmosLandromat_remix3_LD3,Q1,DE,OpenUnmix_mid,23.153846153846153,14.647026476912803,22.0,26
0.031011298,0.03166017,0.05622541600203016,0.0698313519021268,2603.508909895343,1530.4002937422715,3461.5886898107283,949.817280557993,5174.488664171258,3223.2244987685726,-373.9882,101.31899,129.59355,48.910355,12.12101,38.872105,33.75536,30.838558,8.691665,19.114168,25.01607,14.997273,-3.0299795,13.270701,5.7559547,13.016058,0.16181524,13.449902,5.2795157,10.657175,-2.134712,9.8259535,-2.5912933,9.728355,1.8290106,7.8605666,DE_CosmosLandromat_remix3_LD3,Q2,DE,TFC_TDF_U_Net_mid,36.46153846153846,15.556942551107577,36.0,26
0.029905746,0.032480534,0.05310370142111369,0.07000814227701503,2817.739972709115,1622.2129771570021,3793.365525474853,1013.7418899406874,5521.9925953451275,3454.322469170232,-382.74228,101.148834,119.04412,55.200333,10.55641,32.786205,32.815414,29.43415,17.796112,18.659906,25.092558,15.451418,-2.018177,11.953377,4.093933,12.092788,1.1743605,13.296043,5.9431806,10.69035,-2.6861517,9.684216,-0.39325887,9.821107,-0.25197473,7.7159314,DE_CosmosLandromat_remix3_LD3,Q3,DE,Cocktail_mid,44.61538461538461,16.134625928299478,44.5,26
0.030560374,0.03177862,0.05478492966937355,0.07268338435825733,2703.6438640911074,1846.043586123086,3546.2743757586477,1112.7624804773473,4977.642213330191,3742.8349945607138,-391.19345,105.43046,118.20372,59.58473,12.6844845,40.596832,36.47847,30.802967,15.480722,20.948868,24.101187,17.605806,5.5489883,15.194936,4.178134,14.159362,3.9103246,14.736016,7.420255,12.091892,-2.7472208,10.546083,0.18298098,11.760514,0.34821838,8.821463,DE_CosmosLandromat_remix3_LD3,Q4,DE,DeepFilterNet2_mid,66.65384615384616,15.86428014803649,66.5,26
0.030609688,0.032139793,0.05987223118474478,0.07482359126510901,2800.974436261236,1812.7684444525387,3636.5927649653354,967.9311471942572,5191.000783968968,3557.508895963425,-379.81024,105.20066,113.84065,58.80468,10.853751,38.83399,36.74298,30.0661,17.209404,20.289515,25.984697,16.896606,4.1541343,14.527142,2.6646774,14.161943,-1.2585692,14.154768,2.8214107,11.830741,-4.523955,11.693511,-0.83787745,12.26223,-0.73898727,8.952736,DE_CosmosLandromat_remix3_LD3,Q5,DE,PSM_quantize_mask,76.42307692307692,20.171609904860002,81.0,26
0.031215291,0.031886727,0.060080685361078884,0.0733845819571707,2895.2083543347935,1770.8917910799075,3808.644996235786,961.6950721685364,5507.154169989849,3606.3333104391345,-370.84412,105.389175,116.462296,56.048126,10.480963,37.191006,34.58774,27.902283,15.908067,19.393517,25.740267,15.557942,3.5140364,13.57713,3.2865486,13.331255,-1.4247509,13.201594,3.1056993,10.903838,-4.7599945,10.75899,-1.0310074,11.235875,-0.890286,8.462694,DE_CosmosLandromat_remix3_LD3,Ref,DE,reference,100.0,0.0,100.0,26
0.025577337,0.028636374,0.029860712342843328,0.01781567098293538,958.4494341954337,316.3731590149535,849.5928457417426,223.22459169591085,1895.4841539984284,601.6238362817891,-442.02048,62.89589,174.63889,46.366978,11.388214,24.568584,-23.35415,25.010216,23.292387,21.046093,20.08729,12.2316885,-13.94134,15.869728,-6.765662,11.519045,12.300263,11.433554,-0.64613295,8.4261875,-12.513605,11.075738,0.053416356,8.617788,3.5820177,7.502004,DE_ElephantsDream_LD0,LP3.5,DE,LP35,17.96153846153846,10.045818111953926,20.0,26
0.026160419,0.028730642,0.04267597014023211,0.039100289988936325,1565.1798676958465,739.3768153989683,1568.6113813783943,343.17852150369566,3075.0205418127416,1321.6892786915746,-407.57944,84.80459,154.38026,35.898376,-18.625555,42.702488,18.819622,24.69688,16.747604,18.18713,-9.46154,15.853958,12.267734,13.693661,-3.7058604,13.813489,-6.5547347,12.6618805,8.532747,11.43614,-8.24933,10.683983,-4.034994,9.681333,2.104945,8.577645,DE_ElephantsDream_LD0,LP7,DE,LP70,34.0,18.01332839871632,31.0,26
0.027133998,0.028312711,0.06023709501934236,0.06016742532699501,2516.155335369096,1338.421033243678,2774.716888131538,682.8697519539588,4862.547128112911,2401.7985076369546,-356.42154,93.87708,138.11516,32.488953,-26.35712,25.864733,21.654993,25.14519,-4.009717,23.17862,10.51999,14.866478,-8.46078,15.282498,-2.5611744,12.224558,-2.958534,11.524452,-4.1131053,8.882881,-3.1899934,8.3276615,-2.814056,8.459069,-2.3256423,7.5458922,DE_ElephantsDream_LD0,Q1,DE,OpenUnmix_mid,27.307692307692307,15.223059431715377,25.5,26
0.026707385,0.028563302,0.0645532368230174,0.0706983033958685,2900.705728825925,1488.513177992365,3452.127892706588,688.6129585341062,5976.609250332447,2897.33900502907,-376.28583,102.43447,125.27398,33.886093,-5.5243263,32.695507,26.480515,27.655943,-4.743841,22.87105,17.466618,15.005195,-9.524803,14.0347185,3.057324,12.294564,-5.33856,11.501889,1.6418226,9.625812,-4.156234,8.882366,-3.5563147,9.145064,-0.4448445,7.9047956,DE_ElephantsDream_LD0,Q2,DE,TFC_TDF_U_Net_mid,43.65384615384615,22.73665288945109,42.5,26
0.026297202,0.029513631,0.054285636031189556,0.07106369500614473,2552.988291494575,1628.527459148683,3135.0088860230003,718.0674667711378,4854.841823319633,2774.1901323453017,-392.22147,94.68455,124.714355,40.08505,-1.4395117,30.023594,23.811903,26.97413,0.62781394,20.951738,10.862355,14.464465,-4.374677,14.704972,-0.045623958,11.952988,-2.9171422,12.290947,0.74107605,9.399108,-4.25542,8.864515,-1.3737147,9.538858,-3.6602912,7.984729,DE_ElephantsDream_LD0,Q3,DE,Cocktail_mid,50.88461538461539,22.02784950570876,54.5,26
0.025880747,0.028751194,0.06107576764990329,0.07650118051466312,2818.7813858046834,1796.4643669232846,3400.9034797276645,861.2572455656341,5444.46424119016,3207.0058604825444,-385.54822,100.243126,118.671524,41.81658,1.0770308,28.946583,22.534502,25.986645,-0.25708055,21.321903,12.475412,14.705562,-4.180041,15.246616,1.9845426,12.021325,-3.1171238,13.351928,1.291527,9.284346,-5.963691,10.198291,-1.192044,9.924784,-4.606306,8.252575,DE_ElephantsDream_LD0,Q4,DE,DeepFilterNet2_mid,63.65384615384615,22.784103770290915,66.0,26
0.026550846,0.028966488,0.058954058117746615,0.0716890185170803,2745.5699547933796,1716.7552797522917,3305.47501497694,796.4655496350937,5323.595081676136,3108.958625652048,-381.79895,109.240555,117.42672,39.861427,1.1156739,28.504248,21.796463,26.26855,0.1362863,21.089642,12.355829,14.744898,-4.4330196,14.514084,1.8493757,12.304831,-3.9295583,14.452635,2.1257164,9.5797825,-5.556183,10.782417,-2.0814312,9.97517,-4.5049143,8.632176,DE_ElephantsDream_LD0,Q5,DE,PSM_quantize_mask,74.3076923076923,20.021526876378296,79.0,26
0.026745392,0.02887407,0.056982044094535785,0.0686224910231568,2746.7949880430488,1647.290223758543,3333.8295656271525,775.9313851747636,5372.26345276233,3014.284000411863,-377.6257,112.58763,118.88261,38.016457,-0.61023635,28.319693,21.19265,24.866112,-0.53344977,20.250284,12.278107,14.292471,-3.9922216,13.9427805,2.19164,11.890457,-3.611156,13.765128,2.5047197,8.872026,-5.0777926,10.145652,-1.6606025,9.385201,-4.2822714,8.241913,DE_ElephantsDream_LD0,Ref,DE,reference,98.07692307692308,9.805806756909202,100.0,26
0.023545986,0.034170248,0.03720397241154293,0.02072207059014395,956.1079242123145,340.6939623017923,748.4278090254702,223.79243527808208,1710.490739649797,588.3320182494311,-416.271,62.237823,151.90038,50.95432,19.370478,20.646814,-23.649122,18.002857,5.0285096,21.62561,12.707183,14.394663,-4.2341256,14.688191,-2.5593562,12.042438,7.3503184,9.761494,1.0377882,10.858324,-4.698452,16.090519,2.0651515,10.297691,1.3303559,7.864387,DE_Meridian_remix1_LD3,LP3.5,DE,LP35,21.615384615384617,14.554935721127519,20.0,26
0.024816783,0.03419155,0.05105597900957077,0.04471172283247576,1501.32570718804,868.7167551553301,1379.5448851357046,387.16242840852544,2695.9720195584396,1460.0816320463005,-393.37204,81.250046,138.35501,43.33224,-0.56941116,36.622967,4.7387624,28.43316,0.30612764,17.363499,-7.36884,17.839489,14.33499,13.440993,-0.93508434,14.131592,-6.5127497,14.616264,8.961392,9.314384,-1.846362,16.372581,-2.8422825,13.949763,2.2440631,9.671757,DE_Meridian_remix1_LD3,LP7,DE,LP70,43.42307692307692,19.465195764590863,40.0,26
0.025526272,0.034124482,0.05860224677349188,0.04165969041261581,1892.4207872836078,1005.4160919829792,1998.765919547406,600.2603497062107,3370.2710357453598,1873.6024733423096,-365.5997,80.59762,141.67169,42.549286,-9.510758,25.742321,-6.6062646,32.197636,-17.687012,15.662443,-0.3309125,13.813718,16.145197,9.997484,1.5751872,11.944997,-3.0750508,9.026166,6.762821,9.183859,6.2622333,12.453243,3.4309025,12.59621,3.7061222,7.367517,DE_Meridian_remix1_LD3,Q1,DE,OpenUnmix_mid,31.153846153846153,15.622272069560966,30.0,26
0.023430044,0.032188967,0.0450742504712877,0.04891116714544807,2021.0645813774113,1076.7432388789068,2916.873723200586,567.9740275055813,3294.7549417234627,2072.42455491089,-401.81042,86.98702,127.61262,41.228336,15.452044,31.489714,10.558329,34.610683,-9.685135,15.696414,5.580783,12.755597,13.323616,10.1855,5.017621,14.06827,0.6300961,12.204135,9.079823,9.570315,7.294352,15.911409,2.6409466,16.11621,3.8592293,9.266062,DE_Meridian_remix1_LD3,Q2,DE,TFC_TDF_U_Net_mid,50.46153846153846,22.83896804889532,47.5,26
0.021096699,0.03350134,0.052383741480568444,0.05038602406616293,1871.7253733486853,1237.5124703387448,2389.8035091509832,531.3221577920255,2986.8201448303366,2087.3293568201125,-416.42838,82.45435,120.228546,47.880463,15.123448,29.87009,3.264683,34.70726,-13.754509,17.576551,2.1011386,14.742639,13.212482,10.517011,4.585167,14.020408,0.14556707,11.762132,7.7170935,9.230442,7.982971,14.01007,4.750681,14.103978,2.3663235,8.636265,DE_Meridian_remix1_LD3,Q3,DE,Cocktail_mid,49.5,19.123284236762263,49.5,26
0.022626368,0.033975847,0.05584079538863109,0.05079280394876135,2203.840908161327,1294.908896045364,3081.427278756142,732.2570574690992,3461.225087460122,2348.5772140427866,-401.10114,87.80192,116.01387,44.880142,11.377078,31.85561,6.926379,35.435684,-12.262231,19.099545,1.8632948,15.202439,12.8818865,11.848706,4.022358,13.859975,1.7640382,11.435351,9.9922695,10.043404,6.3452287,15.966931,1.8024948,16.589373,1.8283825,9.575612,DE_Meridian_remix1_LD3,Q4,DE,DeepFilterNet2_mid,57.65384615384615,18.67820614018875,55.0,26
0.02463813,0.034539588,0.056945375942575406,0.049872111291928756,2285.4380985691937,1267.85995416135,3223.9518892002097,979.7929151283072,3667.264367477523,2251.246207401017,-389.6184,92.29379,120.49106,44.6815,7.730985,29.884998,8.07472,33.52225,-8.181643,17.209604,1.0766746,14.336624,9.728775,11.846624,-0.2593264,14.663131,-2.551887,12.952699,4.9721727,10.64115,1.6160717,16.299772,-2.2746775,15.547638,0.008320607,10.085146,DE_Meridian_remix1_LD3,Q5,DE,PSM_quantize_mask,83.73076923076923,16.91048832484194,90.0,26
0.024948323,0.034244094,0.05661230242169374,0.04908372746184377,2286.25345074231,1234.338379302592,3204.7360873551847,961.4220302725086,3755.3206795606147,2173.7959534029487,-382.53525,93.7255,125.793976,44.4584,5.021197,29.204084,7.057554,31.336576,-7.3616724,15.558038,1.1223267,13.590627,9.116391,11.3410015,-0.72160286,13.862937,-2.84202,12.535133,4.312718,9.798819,0.9591873,14.802102,-2.614295,13.969975,-0.18143415,9.585512,DE_Meridian_remix1_LD3,Ref,DE,reference,99.07692307692308,4.706787243316416,100.0,26
0.03191858,0.031107541,0.04067515035662476,0.031165269140975158,1022.4966213960314,526.1131264863093,801.8756287805019,250.68795901149343,1860.5395555035059,760.6480533416485,-422.47174,66.507164,171.79185,56.204697,14.225815,31.875349,-17.281282,24.777857,29.107307,25.947523,23.76173,16.8503,-13.510247,15.7913885,-9.900776,10.037098,6.9256797,13.4057,-6.4916716,8.609194,-17.926495,11.449211,-3.8049152,9.3082,2.714316,9.283695,DE_Meridian_remix2_LD6,LP3.5,DE,LP35,20.692307692307693,14.10749936953883,20.0,26
0.034057945,0.03052216,0.05918355974975822,0.05592331187926286,1724.7883211512517,1067.667955912888,1512.2863768689588,350.4064225364498,3129.5199543641197,1597.6607300907606,-384.80692,87.1993,149.3306,50.623463,-18.185778,50.910995,29.345556,31.84132,20.6585,22.40618,-8.269861,21.819792,16.83838,15.770904,-8.358759,13.115921,-14.377096,11.614096,6.324434,11.844059,-14.746545,11.751826,-10.174789,11.485123,4.235494,9.760684,DE_Meridian_remix2_LD6,LP7,DE,LP70,38.80769230769231,22.195529695448553,30.0,26
0.034744196,0.030243045,0.05959014597437137,0.06199745793162119,1989.6576045861623,1408.429447185612,2091.760081203581,571.7382093934698,3607.519578472558,2299.937882053042,-359.80023,95.9495,143.5597,54.621307,-12.425534,38.225964,36.342834,39.687008,9.056886,18.968298,10.958709,18.1927,8.092703,12.96284,-7.6166153,14.168092,-4.9993334,10.243159,-1.1836802,10.210948,-7.487874,11.061842,-8.722527,10.653717,0.12474323,10.288034,DE_Meridian_remix2_LD6,Q1,DE,OpenUnmix_mid,37.38461538461539,17.218773296787255,36.5,26
0.035093244,0.030239983,0.060995489301257255,0.06127135069598171,2246.116997736252,1367.0328153864475,2669.7682995618397,790.9442792046502,4173.85948077853,2630.302901560941,-362.54355,100.73491,138.97678,53.986687,-6.0687256,42.737595,36.32894,38.36315,5.206823,19.210112,15.022858,17.999758,8.293318,12.146034,-4.4523053,14.698289,-5.0311084,10.806605,0.20223333,9.88683,-6.5986395,11.406007,-8.197494,11.896011,2.4012628,10.811485,DE_Meridian_remix2_LD6,Q2,DE,TFC_TDF_U_Net_mid,41.92307692307692,20.45858856700154,40.0,26
0.033305287,0.031547267,0.06377784242021277,0.06756486675175054,2265.3291492614762,1551.7111056087526,2576.062327142915,732.3762844919187,3901.445718613999,2571.4617583674244,-380.74475,94.39946,128.69452,61.51709,-4.013794,43.80756,35.950844,39.32498,8.111531,19.96975,13.339398,18.881687,7.894792,12.975227,-7.7485247,13.663264,-7.069066,11.471619,-1.6588854,11.3599615,-7.624766,11.622719,-8.736042,12.301341,-1.4248929,11.15096,DE_Meridian_remix2_LD6,Q3,DE,Cocktail_mid,57.73076923076923,18.71802915332208,56.0,26
0.032754567,0.032461304,0.06932318740933269,0.0690982171675585,2479.1521014058358,1589.1664784871216,2980.4563059160428,851.5640386911303,4204.326672434115,2661.125495407399,-378.7928,101.65427,119.812256,61.526726,-3.471514,45.412792,35.55055,36.264668,5.5772953,21.073706,10.388718,19.824268,10.060662,14.285219,-7.5018635,14.609255,-3.6379442,11.1427765,0.6507614,12.019164,-7.650926,12.639193,-9.107331,12.840755,-0.17411855,12.177806,DE_Meridian_remix2_LD6,Q4,DE,DeepFilterNet2_mid,71.46153846153847,17.803888944229616,74.5,26
0.034260392,0.03072861,0.06607994212403288,0.06425750422411457,2471.7031148212495,1510.0149943864587,3007.287285332751,859.0717871187883,4239.292096077128,2527.7040394365,-370.71603,103.18192,121.741684,61.063744,-6.5962186,42.949024,36.444954,37.119175,6.4441166,20.788452,8.587805,19.320023,8.30112,13.587969,-8.934569,14.684574,-5.9215894,11.506606,-3.33896,11.183978,-8.995597,12.095424,-9.401003,12.560901,-0.93021744,10.798613,DE_Meridian_remix2_LD6,Q5,DE,PSM_quantize_mask,79.34615384615384,20.28387006010896,83.0,26
0.03440936,0.03052815,0.06618335952611218,0.06367487541150688,2514.175064661633,1472.3993352248976,3074.745764989245,867.9487284401386,4331.110174005682,2475.481569725655,-364.51965,103.341064,125.999916,59.26833,-8.322041,40.855244,34.618664,35.50743,5.4328346,19.668083,7.9560847,17.955357,7.564317,12.74583,-9.184633,13.767477,-5.9989514,10.918249,-3.5814536,10.398404,-9.025973,11.386283,-9.395585,11.950728,-1.2153859,10.177161,DE_Meridian_remix2_LD6,Ref,DE,reference,96.03846153846153,11.867538141436984,100.0,26
0.03132899,0.03092392,0.0496872169384058,0.02840594377115966,1224.0386953989334,461.58376836735255,834.1305089457217,180.57087366097883,2159.031292459239,540.6882385044703,-425.54276,49.36128,189.90022,48.79629,-15.805509,25.586948,-46.904644,19.536945,30.155893,24.732937,33.256676,16.57221,-16.549555,10.28656,-14.784396,10.153089,10.584386,9.24639,-2.2404127,7.2174788,-18.739944,9.598132,-5.103925,8.922801,2.4349747,7.482077,DE_SitaSings_remix1_LD0,LP3.5,DE,LP35,20.307692307692307,12.168054012928218,20.0,26
0.031764656,0.030878209,0.06390257019927537,0.04326531428477937,1822.513007297921,820.2547296830458,1520.8556322015013,302.2432408621082,3317.4552055027175,1333.4762189755447,-382.85126,58.40548,164.55278,45.396435,-52.608932,27.991404,5.5485196,28.924032,21.092403,21.852356,-2.660776,16.170519,16.53218,13.080454,-12.436698,11.638159,-12.14185,9.317395,10.1324415,7.9365735,-15.00492,11.359549,-9.807909,8.775124,1.7652252,7.7450757,DE_SitaSings_remix1_LD0,LP7,DE,LP70,40.26923076923077,19.115559510111527,40.0,26
0.031046748,0.029158257,0.07258477694746376,0.047993209373291976,2665.9512377596793,1105.7329598284641,2823.709080143993,565.7102951504505,4986.122409986413,2180.182612047839,-325.89703,69.87047,145.06482,42.151672,-54.5656,20.05756,5.1079755,24.693762,-21.83583,18.662212,20.23496,17.85495,-8.941678,8.808234,-7.7029448,8.785393,-1.9571033,7.9911075,-7.4537277,7.288185,-0.78925925,6.3266287,-8.898181,7.328663,-4.1216927,7.4089537,DE_SitaSings_remix1_LD0,Q1,DE,OpenUnmix_mid,18.0,14.499655168313485,13.0,26
0.031967793,0.03183572,0.0740036231884058,0.05592986600691606,2837.697303559364,1299.490252048384,3170.891715982817,567.4701287483882,5506.41452955163,2444.1826144135634,-352.2001,62.684113,128.76143,37.13144,-33.28013,25.367867,19.415915,33.092796,-8.3189535,16.787415,29.201563,18.797295,-5.238414,10.299494,-6.44505,9.787834,-2.5503182,8.392583,0.72523636,7.116272,-3.264467,8.59186,-8.225861,9.105475,-2.5459366,7.7231135,DE_SitaSings_remix1_LD0,Q2,DE,TFC_TDF_U_Net_mid,37.26923076923077,18.007904247430222,31.5,26
0.032122683,0.03153301,0.07268597146739131,0.055561415894631615,2825.7075961325404,1349.9539836504289,3137.7142856305636,647.1456426710903,5338.892450747283,2528.5269673723847,-354.2159,70.1378,128.04135,42.737724,-38.62554,25.811028,16.82096,34.66268,-3.6045706,19.913078,23.810835,18.092627,-2.7878153,9.221775,-6.487547,9.790589,-3.828109,8.8652,-1.1534567,6.2836547,-4.4067707,8.305665,-7.522053,8.930242,-5.0852814,8.195011,DE_SitaSings_remix1_LD0,Q3,DE,Cocktail_mid,37.07692307692308,22.090582748172267,29.5,26
0.03229961,0.031764735,0.0688285495923913,0.0561556848342127,2560.4449602311333,1438.6667334515487,2806.6664581986543,697.8546177292828,4625.019955842391,2559.72342074339,-369.54132,55.136482,132.68782,49.40029,-39.1758,32.65807,8.116067,34.19193,-1.8243284,24.202202,19.395325,21.832985,0.36988857,12.564915,-10.3575325,11.741819,-1.7001097,9.7697115,-2.5127082,7.498703,-2.668148,8.426614,-9.040901,9.063408,-5.1409245,8.205438,DE_SitaSings_remix1_LD0,Q4,DE,DeepFilterNet2_mid,50.15384615384615,21.41157127852565,52.0,26
0.032347996,0.031381812,0.07151975769927536,0.05604070643663385,2628.710337482249,1384.98528874028,2890.3116580523597,623.4155374230031,4771.882642663043,2506.2007959244656,-365.87292,66.006485,133.55257,46.308407,-38.416943,29.309404,14.368324,33.884148,-1.6833266,22.409342,23.775414,22.471561,-0.66004026,11.891097,-9.78691,12.678016,-3.7018883,10.508463,-2.5398386,7.960726,-5.7400417,10.147881,-10.290828,9.92847,-4.37956,9.195721,DE_SitaSings_remix1_LD0,Q5,DE,PSM_quantize_mask,74.65384615384616,21.205550797264962,77.5,26
